"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","duplicateTrapCoordinateQF"
"FC27B94950D2458286C1F0F30088B6A6","D01","HARV","HARV_006","I8","2014-04-28","MAM.HARV.2014.05",6,0
"836ACFECC9EC4F7D98C4FFDFC5817110","D01","HARV","HARV_006","J5","2014-04-28","MAM.HARV.2014.05",6,0
"06F92519614142248B4AC84DFC85B5F5","D01","HARV","HARV_006","J6","2014-04-28","MAM.HARV.2014.05",6,0
"05B52E07303D4947AA4930313D3B3022","D01","HARV","HARV_006","J2","2014-04-28","MAM.HARV.2014.05",6,0
"9603BFBF96D543C29FFE00BBDB99C9DD","D01","HARV","HARV_006","J4","2014-04-28","MAM.HARV.2014.05",6,0
"6B2E723966B8464493C902B02FA37282","D01","HARV","HARV_006","J1","2014-04-28","MAM.HARV.2014.05",6,0
"DEBCD1215D2B456AA874C22F7D317B8D","D01","HARV","HARV_006","J3","2014-04-28","MAM.HARV.2014.05",6,0
"29A9D9D9174C4A69B1CCD65BB1E31B41","D01","HARV","HARV_006","C10","2014-04-28","MAM.HARV.2014.05",6,0
"818F86BE99D34421A04233E71358B7C3","D01","HARV","HARV_006","I7","2014-04-28","MAM.HARV.2014.05",6,0
"07537D91324A423FB57F03AC406C3CD1","D01","HARV","HARV_006","C4","2014-04-28","MAM.HARV.2014.05",6,0
"DF950F3D5BC34592A3ED39E3CD7564E6","D01","HARV","HARV_006","C2","2014-04-28","MAM.HARV.2014.05",6,0
"31E88DBCB4F647E3ABABFA540AD0E3AE","D01","HARV","HARV_006","C3","2014-04-28","MAM.HARV.2014.05",6,0
"4D4E54F380A7482787D3A40925F3D8EB","D01","HARV","HARV_006","E2","2014-04-28","MAM.HARV.2014.05",6,0
"A80D2115B6C54CB29FBD5F7442370AF6","D01","HARV","HARV_006","D8","2014-04-28","MAM.HARV.2014.05",6,0
"C9D23ABC5CEF4B8085B8D30B6DDAEDDA","D01","HARV","HARV_006","D4","2014-04-28","MAM.HARV.2014.05",6,0
"FAC83D5ED33845B1B59C759A77C4A2E4","D01","HARV","HARV_006","D10","2014-04-28","MAM.HARV.2014.05",6,0
"89B1B1317FC540C3B793ACBACC968339","D01","HARV","HARV_006","B10","2014-04-28","MAM.HARV.2014.05",6,0
"0E3E68DAE3934D64A2E47C7F9D4F5CE0","D01","HARV","HARV_006","D1","2014-04-28","MAM.HARV.2014.05",6,0
"45F4F7927D874E3B9C719B27C4E70730","D01","HARV","HARV_006","E1","2014-04-28","MAM.HARV.2014.05",6,0
"60611997C23F4CEDA0C985E7943BCBE5","D01","HARV","HARV_006","D7","2014-04-28","MAM.HARV.2014.05",6,0
"63C0D4E3C8C844D8BA0D1E3FF564F6EC","D01","HARV","HARV_006","G10","2014-04-28","MAM.HARV.2014.05",6,0
"AD55065BF3714CBA81240980744DA705","D01","HARV","HARV_006","H10","2014-04-28","MAM.HARV.2014.05",6,0
"869B0B6B201C45D9873CA1B3C468F266","D01","HARV","HARV_006","F10","2014-04-28","MAM.HARV.2014.05",6,0
"ABEA121528434BD0A232C19769356613","D01","HARV","HARV_006","D3","2014-04-28","MAM.HARV.2014.05",6,0
"8E393D73C3094EF986658BC924AE699B","D01","HARV","HARV_006","D2","2014-04-28","MAM.HARV.2014.05",6,0
"8FC7197BF4004620BDA3703D847459DF","D01","HARV","HARV_006","F1","2014-04-28","MAM.HARV.2014.05",6,0
"91E1AD51969E4C83AD1FF0B623041E9D","D01","HARV","HARV_006","F3","2014-04-28","MAM.HARV.2014.05",6,0
"4BC37B5C617C42198EC1246866160A1B","D01","HARV","HARV_006","F2","2014-04-28","MAM.HARV.2014.05",6,0
"AFF3BA75DE5A4C5BA6BCD59868BB574F","D01","HARV","HARV_006","E4","2014-04-28","MAM.HARV.2014.05",6,0
"6A64C43D25014571ABD71B48C3BB8D4A","D01","HARV","HARV_006","E10","2014-04-28","MAM.HARV.2014.05",6,0
"6E2BDB75DB9F4F8BAE33E6F917B186AA","D01","HARV","HARV_006","C5","2014-04-28","MAM.HARV.2014.05",6,0
"013194A1870E4AF0AF7F4DB4ECEBCD91","D01","HARV","HARV_006","C6","2014-04-28","MAM.HARV.2014.05",6,0
"53965F03D4BD47F8BDEFC0E7AE21E140","D01","HARV","HARV_006","C7","2014-04-28","MAM.HARV.2014.05",6,0
"253B0C81A2D240D89C165885D1FE0030","D01","HARV","HARV_006","C8","2014-04-28","MAM.HARV.2014.05",6,0
"1C0A3B2F6DC14E5DB8CEEBF3684E1478","D01","HARV","HARV_006","C1","2014-04-28","MAM.HARV.2014.05",6,0
"69AFB0FA6E9A45FAB5DDC2F47D224E36","D01","HARV","HARV_006","C9","2014-04-28","MAM.HARV.2014.05",2,0
"239A40B4A0E54142AD276FCAB885725F","D01","HARV","HARV_006","G3","2014-04-28","MAM.HARV.2014.05",6,0
"093DBFE0D94F45EBA669D456418E8978","D01","HARV","HARV_006","F5","2014-04-28","MAM.HARV.2014.05",6,0
"915E476D74334602AFD8B1C16F618CDC","D01","HARV","HARV_006","E3","2014-04-28","MAM.HARV.2014.05",6,0
"61871C6A782442C9AC5B87E8C05FC351","D01","HARV","HARV_006","E7","2014-04-28","MAM.HARV.2014.05",6,0
"D4C5E4D1C91E46E284C44DC4086C03AD","D01","HARV","HARV_006","E6","2014-04-28","MAM.HARV.2014.05",6,0
"C95E5E8F88B04978BAEAE56F781BA0F6","D01","HARV","HARV_006","E9","2014-04-28","MAM.HARV.2014.05",6,0
"A4DFBF69038047568E63E52DD0EDF1CA","D01","HARV","HARV_006","E5","2014-04-28","MAM.HARV.2014.05",6,0
"343635A6A35A4067A3F08B62A9590ABF","D01","HARV","HARV_006","E8","2014-04-28","MAM.HARV.2014.05",6,0
