"uid","domainID","siteID","plotID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDateTime","collectDateTime","localSetDateTime","localCollectDateTime","identifiedDate","sampleTiming","eventID","nightOrDay","trapHours","subsampleID","scientificName","sex","individualCount","estimatedAbundance","percentCounted","individualIDList","samplingProtocolVersion","identificationReferences","sortingLaboratoryName","idLaboratoryName","trapRecordedBy","sortedBy","identifiedBy","trappingRemarks","sortingRemarks","identificationRemarks","identificationLabRemarks","testingID","archiveID","trapCompromisedQF","sampleCompromisedAtTrapping","sampleCompromisedAtSorting","sampleCompromisedAtIDLab","idqQF","taxonRangeQF","duplicatesInTrappingQF","duplicatesInSortingQF","duplicatesInIdentificationQF"
"8604C80AE24642558CF4245D065A3102","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-06-04T02:20Z","2014-06-04T14:16Z","20140603.2020","20140604.0816","2014-08-08","field season","CPER.2014.22","night",12,"CPER_087.20140604.0816.S.01","Culex tarsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"CPER.2014.22.CULTAR.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"C18FA22CF314444A8DBA53405FBFE0B4","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-06-04T02:20Z","2014-06-04T14:16Z","20140603.2020","20140604.0816","2014-08-08","field season","CPER.2014.22","night",12,"CPER_087.20140604.0816.S.01","Culiseta inornata","F",5,5,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimens in poor condition",,,"CPER.2014.22.CULINO.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"595F9B403BA448C3B198246E2D826955","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-06-04T02:30Z","2014-06-04T14:33Z","20140603.2030","20140604.0833","2014-08-08","field season","CPER.2014.22","night",12,"CPER_089.20140604.0833.S.01","Culiseta inornata","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"CPER.2014.22.CULINO.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"BBB5A5DB99C04C3CB102F77597AFD91D","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-06-05T00:02Z","2014-06-05T12:25Z","20140604.1802","20140605.0625","2014-08-08","field season","CPER.2014.22","night",12.5,"CPER_078.20140605.0625.S.01","Aedes dorsalis","F",15,15,100,"MOS.D10.000951","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,"CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"EBB5E64E6FBE4CE1B095D394914A741F","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-06-05T00:22Z","2014-06-05T12:40Z","20140604.1822","20140605.0640","2014-08-08","field season","CPER.2014.22","night",12.5,"CPER_083.20140605.0640.S.01","Aedes dorsalis","F",95,95,100,"MOS.D10.000955","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,"CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"C4340FC616CC46C1BED45584A579CD9A","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-06-05T00:22Z","2014-06-05T12:40Z","20140604.1822","20140605.0640","2014-08-08","field season","CPER.2014.22","night",12.5,"CPER_083.20140605.0640.S.01","Aedes nigromaculis","F",1,1,100,"MOS.D10.000960","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"CPER.2014.22.AEDNIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"4B0A59FF78A2467C9902D032B3C140E3","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-06-05T00:41Z","2014-06-05T12:51Z","20140604.1841","20140605.0651","2014-08-08","field season","CPER.2014.22","night",12,"CPER_082.20140605.0651.S.01","Aedes dorsalis","F",3,3,100,"MOS.D10.000953","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,"CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"740CB95A9A244317AEF8473C4340F069","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-06-05T00:41Z","2014-06-05T12:51Z","20140604.1841","20140605.0651","2014-08-08","field season","CPER.2014.22","night",12,"CPER_082.20140605.0651.S.01","Culiseta inornata","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"CPER.2014.22.CULINO.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"99546C17BF914FB4B99CD1341DAAA566","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-06-05T01:10Z","2014-06-05T13:07Z","20140604.1910","20140605.0707","2014-08-08","field season","CPER.2014.22","night",12,"CPER_090.20140605.0707.S.01","Aedes dorsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,"CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"0A931C0BD82642C98B5EBD629F166060","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-06-04T23:26Z","2014-06-05T13:21Z","20140604.1726","20140605.0721","2014-08-08","field season","CPER.2014.22","night",14,"CPER_086.20140605.0721.S.01","Aedes dorsalis","F",4,4,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","5cJrGWs5ZbE+2stOtk3fwA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,"CPER.2014.22.AEDDOR.F.T","CPER.2014.22.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
