"uid","domainID","siteID","plotID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDateTime","collectDateTime","localSetDateTime","localCollectDateTime","sampleTiming","eventID","nightOrDay","trapHours","sampleID","targetTaxaPresent","samplingProtocolVersion","trapRecordedBy","trappingRemarks","trapCompromisedQF","sampleCompromisedAtTrapping","sampleLostQF","duplicatesInTrappingQF"
"D1853CE785364E729994FAA967D49165","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-06-16T23:28Z","2014-06-17T15:31Z","20140616.1728","20140617.0931","field season","CPER.2014.24","night",16.0,"CPER_083.20140617.0931","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"DB61B1441D9C4C5480759FDDDED7190D","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-06-16T23:42Z","2014-06-17T15:45Z","20140616.1742","20140617.0945","field season","CPER.2014.24","night",16.0,"CPER_082.20140617.0945","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"693D9269431043C1B5F06C4BCBE1D471","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-06-16T23:53Z","2014-06-17T16:00Z","20140616.1753","20140617.1000","field season","CPER.2014.24","night",16.0,"CPER_090.20140617.1000","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"075E96C31B7547D2BB1D2EC980B8DB35","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-06-17T00:09Z","2014-06-17T16:13Z","20140616.1809","20140617.1013","field season","CPER.2014.24","night",16.0,"CPER_086.20140617.1013","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"5C1D24C4D0E143D7AB56E86FF34F3BB7","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-06-17T00:27Z","2014-06-17T16:31Z","20140616.1827","20140617.1031","field season","CPER.2014.24","night",16.0,"CPER_084.20140617.1031","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"29065C429688483281B80DBDEAC23CE6","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-06-17T00:37Z","2014-06-17T16:43Z","20140616.1837","20140617.1043","field season","CPER.2014.24","night",16.0,"CPER_080.20140617.1043","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"5E8ABBDBD7524814968D7CA22A59D4E6","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-06-17T00:55Z","2014-06-17T17:13Z","20140616.1855","20140617.1113","field season","CPER.2014.24","night",16.5,"CPER_087.20140617.1113","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==","TWO VIALS",0,"No known compromise",0,0
"60D6304E7E3041D7987D95D8A11944AC","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-06-17T01:06Z","2014-06-17T17:30Z","20140616.1906","20140617.1130","field season","CPER.2014.24","night",16.5,"CPER_089.20140617.1130","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"F06E9FBE86914A139E411D8D17732B7D","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-06-17T01:15Z","2014-06-17T17:35Z","20140616.1915","20140617.1135","field season","CPER.2014.24","night",16.5,"CPER_088.20140617.1135","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"5E77F2C7A0DD4736A9E6B7475D87B9A6","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-06-17T12:19Z","2014-06-17T23:05Z","20140617.0619","20140617.1705","field season","CPER.2014.24","day",11.0,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"860D8305A677406BB4ECCDE74B6F4708","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-06-17T15:31Z","2014-06-17T23:20Z","20140617.0931","20140617.1720","field season","CPER.2014.24","day",8.0,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"7E1020F3E21340198AC6A60E9C91BC14","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-06-17T15:45Z","2014-06-17T23:31Z","20140617.0945","20140617.1731","field season","CPER.2014.24","day",8.0,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"67E8E1D84BF046B59EC4304951F9A0A7","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-06-17T16:00Z","2014-06-17T23:44Z","20140617.1000","20140617.1744","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"18D526B1653A40DF880293576F9F05B1","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-06-17T16:13Z","2014-06-17T23:56Z","20140617.1013","20140617.1756","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"5DB9C5A078034A6BAFBF8C71E8BA816E","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-06-17T16:31Z","2014-06-18T00:10Z","20140617.1031","20140617.1810","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==","catchCupStatus may not be accurate",1,"No known compromise",-1,0
"252862AB7ECF494AA24916B8C94748FF","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-06-17T16:43Z","2014-06-18T00:21Z","20140617.1043","20140617.1821","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"63A2218614784F88ABB7A74B05FBE190","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-06-17T17:13Z","2014-06-18T00:32Z","20140617.1113","20140617.1832","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==","catchCupStatus may not be accurate",1,"No known compromise",-1,0
"AAD96A0DEC34458AA8C6B698A9060D52","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-06-17T17:30Z","2014-06-18T00:48Z","20140617.1130","20140617.1848","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"EB70FB012141404BB69B40E2BBE6440B","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-06-17T17:35Z","2014-06-18T00:56Z","20140617.1135","20140617.1856","field season","CPER.2014.24","day",7.5,,"N","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",-1,0
"00ADF66998CD45EA97C1BB4537E0E563","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-06-17T23:05Z","2014-06-18T12:14Z","20140617.1705","20140618.0614","field season","CPER.2014.24","night",13.0,"CPER_078.20140618.0614","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,-1,"No known compromise",0,0
"D8A0612CF6C54AC1A0D1E77963CDFF79","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-06-17T23:20Z","2014-06-18T12:25Z","20140617.1720","20140618.0625","field season","CPER.2014.24","night",13.0,"CPER_083.20140618.0625","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"CB10A27DF8D1491688264576D5844F81","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-06-17T23:31Z","2014-06-18T12:35Z","20140617.1731","20140618.0635","field season","CPER.2014.24","night",13.0,"CPER_082.20140618.0635","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"A8F236BFF04E485FA577888FC44D59EE","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-06-17T23:44Z","2014-06-18T12:48Z","20140617.1744","20140618.0648","field season","CPER.2014.24","night",13.0,"CPER_090.20140618.0648","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"54E266C0A04247C780AE24DD20B89A8A","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-06-17T23:56Z","2014-06-18T13:00Z","20140617.1756","20140618.0700","field season","CPER.2014.24","night",13.0,"CPER_086.20140618.0700","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"E39A9BD1C1C04A409A86DEBC52076A64","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-06-18T00:10Z","2014-06-18T13:20Z","20140617.1810","20140618.0720","field season","CPER.2014.24","night",13.0,"CPER_084.20140618.0720","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"3E677877185D4A378C5560C491A3BB92","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-06-18T00:21Z","2014-06-18T13:32Z","20140617.1821","20140618.0732","field season","CPER.2014.24","night",13.0,"CPER_080.20140618.0732","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==","catchCupStatus may not be accurate",1,"No known compromise",0,0
"6AB7ED75289542EFAD39680BAEDC5317","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-06-18T00:32Z","2014-06-18T13:42Z","20140617.1832","20140618.0742","field season","CPER.2014.24","night",13.0,"CPER_087.20140618.0742","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==","catchCupStatus may not be accurate",1,"No known compromise",0,0
"54D14CE256EE403697BDAAB51CEF2E95","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-06-18T00:48Z","2014-06-18T13:51Z","20140617.1848","20140618.0751","field season","CPER.2014.24","night",13.0,"CPER_089.20140618.0751","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"C3A0AF4A795C4E7C9403B4CD7DEFE9F1","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-06-18T00:56Z","2014-06-18T13:57Z","20140617.1856","20140618.0757","field season","CPER.2014.24","night",13.0,"CPER_088.20140618.0757","Y","NEON.DOC.014049vE","Xlq171H9ZZZEPy9Md+oBSw==",,0,"No known compromise",0,0
"E0802ABF4FDB4A74977F87348EF5E3E6","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-07-01T00:30Z","2014-07-01T12:28Z","20140630.1830","20140701.0628","field season","CPER.2014.26","night",12.0,"CPER_078.20140701.0628","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"23E80AF0E8344B52AEBA44EF74082A04","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-07-01T00:45Z","2014-07-01T12:33Z","20140630.1845","20140701.0633","field season","CPER.2014.26","night",12.0,"CPER_083.20140701.0633","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"C0A814A8F124461A87CFB6FE348277E8","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-07-01T01:02Z","2014-07-01T12:49Z","20140630.1902","20140701.0649","field season","CPER.2014.26","night",12.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"8A21EC6B46E44BB6B7DB091FECDCD4CB","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-07-01T01:14Z","2014-07-01T13:07Z","20140630.1914","20140701.0707","field season","CPER.2014.26","night",12.0,"CPER_090.20140701.0707","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"91489BC7996342F5AD7370071A710CDE","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-07-01T01:24Z","2014-07-01T13:17Z","20140630.1924","20140701.0717","field season","CPER.2014.26","night",12.0,"CPER_086.20140701.0717","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"71288DAF22AF4667AB05AABE341828A8","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-07-01T01:40Z","2014-07-01T13:35Z","20140630.1940","20140701.0735","field season","CPER.2014.26","night",12.0,"CPER_084.20140701.0735","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"211976F0ED9842D5A39511BB6080ACA7","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-07-01T01:50Z","2014-07-01T13:50Z","20140630.1950","20140701.0750","field season","CPER.2014.26","night",12.0,"CPER_080.20140701.0750","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"6979E4290993411AAB2A8420D8AA721C","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-07-01T02:04Z","2014-07-01T14:04Z","20140630.2004","20140701.0804","field season","CPER.2014.26","night",12.0,"CPER_087.20140701.0804","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"6FE2064922FC46D8886CCC08C710CDD7","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-07-01T02:17Z","2014-07-01T14:15Z","20140630.2017","20140701.0815","field season","CPER.2014.26","night",12.0,"CPER_089.20140701.0815","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"E575D4E085684A49B6D265910661DC92","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-07-01T02:26Z","2014-07-01T14:25Z","20140630.2026","20140701.0825","field season","CPER.2014.26","night",12.0,"CPER_088.20140701.0825","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"60731D6302FF4FFEB3858BED05C176F3","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-07-01T12:28Z","2014-07-01T23:00Z","20140701.0628","20140701.1700","field season","CPER.2014.26","day",10.5,"CPER_078.20140701.1700","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"02D50FBA634C424BB6B671D5888DD71C","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-07-01T14:25Z","2014-07-01T23:06Z","20140701.0825","20140701.1706","field season","CPER.2014.26","day",8.5,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"269D71D1A2C44A24B65385F9385EFFEA","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-07-01T14:15Z","2014-07-01T23:10Z","20140701.0815","20140701.1710","field season","CPER.2014.26","day",9.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"774E2F41BF3E46CD809EA50AF82A3283","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-07-01T12:33Z","2014-07-01T23:18Z","20140701.0633","20140701.1718","field season","CPER.2014.26","day",11.0,"CPER_083.20140701.1718","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"BF7A1EA4153449B4BC8F07AC14BAE6C4","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-07-01T14:04Z","2014-07-01T23:27Z","20140701.0804","20140701.1727","field season","CPER.2014.26","day",9.5,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"2DF6F055911F46E8A7335197E4C0C479","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-07-01T12:49Z","2014-07-01T23:34Z","20140701.0649","20140701.1734","field season","CPER.2014.26","day",11.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"61068FBD329E465DBFB716FABF72E438","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-07-01T13:50Z","2014-07-01T23:42Z","20140701.0750","20140701.1742","field season","CPER.2014.26","day",10.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"842A89FFDDA946F58B7E9249433C9823","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-07-01T13:07Z","2014-07-01T23:54Z","20140701.0707","20140701.1754","field season","CPER.2014.26","day",11.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=","on ground. cow disturbance|catchCupStatus may not be accurate",1,"No known compromise",-1,0
"500BCEE785024FA28825E7E2A8BB908E","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-07-01T13:35Z","2014-07-01T23:54Z","20140701.0735","20140701.1754","field season","CPER.2014.26","day",10.5,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"C89D70FA55B743BDBB32FD134EC78B50","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-07-01T13:17Z","2014-07-02T00:09Z","20140701.0717","20140701.1809","field season","CPER.2014.26","day",11.0,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"7751916BF1834E2F871F78A339C88398","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-07-01T23:00Z","2014-07-02T12:52Z","20140701.1700","20140702.0652","field season","CPER.2014.26","night",14.0,"CPER_078.20140702.0652","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"A22EC60C9A184F11A5209108DBB01B70","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-07-01T23:18Z","2014-07-02T12:59Z","20140701.1718","20140702.0659","field season","CPER.2014.26","night",13.5,"CPER_083.20140702.0659","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"5CB6A1203D8744FD99E94AE13F6D5FE5","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-07-01T23:34Z","2014-07-02T13:10Z","20140701.1734","20140702.0710","field season","CPER.2014.26","night",13.5,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",-1,0
"180D5A6D2DCF44C79DF6CFC7206D7D14","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-07-01T23:54Z","2014-07-02T13:35Z","20140701.1754","20140702.0735","field season","CPER.2014.26","night",13.5,"CPER_090.20140702.0735","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"E3D65CD28D244F24AC137E9590F4CDE6","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-07-02T00:09Z","2014-07-02T13:40Z","20140701.1809","20140702.0740","field season","CPER.2014.26","night",13.5,"CPER_086.20140702.0740","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"D122AFC197DE44E3BC3850883472F957","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-07-01T23:54Z","2014-07-02T13:50Z","20140701.1754","20140702.0750","field season","CPER.2014.26","night",14.0,"CPER_084.20140702.0750","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"701C08772D7443B1B990E5BAF3C977FF","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-07-01T23:42Z","2014-07-02T14:03Z","20140701.1742","20140702.0803","field season","CPER.2014.26","night",14.5,,"N","NEON.DOC.014049vE","lZbY4xW5FU4=","cow disturbance|catchCupStatus may not be accurate",1,"No known compromise",-1,0
"0408D6D6C57247BA91C97AB9E07E7C8C","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-07-01T23:27Z","2014-07-02T14:20Z","20140701.1727","20140702.0820","field season","CPER.2014.26","night",15.0,"CPER_087.20140702.0820","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"A6A21165D382430988EAF600A5099FED","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-07-01T23:10Z","2014-07-02T14:37Z","20140701.1710","20140702.0837","field season","CPER.2014.26","night",15.5,"CPER_089.20140702.0837","Y","NEON.DOC.014049vE","lZbY4xW5FU4=","large spider above fan with web",0,"No known compromise",0,0
"8F41889E06E54C3C9AA726085A6F8405","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-07-01T23:06Z","2014-07-02T14:43Z","20140701.1706","20140702.0843","field season","CPER.2014.26","night",15.5,"CPER_088.20140702.0843","Y","NEON.DOC.014049vE","lZbY4xW5FU4=",,0,"No known compromise",0,0
"8951C984F0734CEBA1176453280FEE12","D10","CPER","CPER_078","grasslandHerbaceous",40.834431,-104.690811,"WGS84",0.1,1624.8,0.1,"2014-07-15T00:09Z","2014-07-15T12:51Z","20140714.1809","20140715.0651","field season","CPER.2014.28","night",12.5,"CPER_078.20140715.0651","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"625EDD9FE8014EACBA2D32D758B59630","D10","CPER","CPER_083","grasslandHerbaceous",40.840911,-104.687576,"WGS84",0.1,1634.2,0.1,"2014-07-15T00:24Z","2014-07-15T13:03Z","20140714.1824","20140715.0703","field season","CPER.2014.28","night",12.5,"CPER_083.20140715.0703","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==","Cable covering (outer) cracked-functional. into affecting internal wiring",0,"No known compromise",0,0
"7B29F2D5E7A74EA1B62DD7302AEF9254","D10","CPER","CPER_082","grasslandHerbaceous",40.854510,-104.688209,"WGS84",0.1,1640.8,0.1,"2014-07-15T00:43Z","2014-07-15T13:17Z","20140714.1843","20140715.0717","field season","CPER.2014.28","night",12.5,"CPER_082.20140715.0717","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"23153A45F5464F338F94D4878509DCB1","D10","CPER","CPER_090","grasslandHerbaceous",40.855550,-104.714539,"WGS84",0.1,1661.1,0.1,"2014-07-15T01:02Z","2014-07-15T13:36Z","20140714.1902","20140715.0736","field season","CPER.2014.28","night",12.5,"CPER_090.20140715.0736","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"C14E4BEA251F473F964A52C853B58305","D10","CPER","CPER_086","grasslandHerbaceous",40.847775,-104.725614,"WGS84",0.1,1650.8,0.1,"2014-07-15T01:19Z","2014-07-15T13:50Z","20140714.1919","20140715.0750","field season","CPER.2014.28","night",12.5,"CPER_086.20140715.0750","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"0AB54BB29D7A4B09A43E6776D2D8BDDC","D10","CPER","CPER_084","grasslandHerbaceous",40.845700,-104.764050,"WGS84",0.1,1662.5,0.1,"2014-07-15T01:40Z","2014-07-15T14:06Z","20140714.1940","20140715.0806","field season","CPER.2014.28","night",12.5,"CPER_084.20140715.0806","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"1EBEBA96439E4A8FA0E91A40992EBE8D","D10","CPER","CPER_080","grasslandHerbaceous",40.831098,-104.760543,"WGS84",0.1,1660.4,0.1,"2014-07-15T02:30Z","2014-07-15T14:19Z","20140714.2030","20140715.0819","field season","CPER.2014.28","night",12.0,"CPER_080.20140715.0819","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"4ACE295BDBBF4CAABFB7841E52D4F418","D10","CPER","CPER_087","grasslandHerbaceous",40.825683,-104.762650,"WGS84",0.1,1646.6,0.1,"2014-07-15T02:47Z","2014-07-15T14:39Z","20140714.2047","20140715.0839","field season","CPER.2014.28","night",12.0,"CPER_087.20140715.0839","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"3688FA2DE4C049BDA9F27ADAC52CDB60","D10","CPER","CPER_089","grasslandHerbaceous",40.812702,-104.763102,"WGS84",0.1,1639.5,0.1,"2014-07-15T02:58Z","2014-07-15T14:52Z","20140714.2058","20140715.0852","field season","CPER.2014.28","night",12.0,"CPER_089.20140715.0852","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
"A5C0384254F1465EAFE4721E3E5840E5","D10","CPER","CPER_088","grasslandHerbaceous",40.811915,-104.772255,"WGS84",0.1,1639.9,0.1,"2014-07-15T03:05Z","2014-07-15T14:58Z","20140714.2105","20140715.0858","field season","CPER.2014.28","night",12.0,"CPER_088.20140715.0858","Y","NEON.DOC.014049vE","YQGD7F95APlSZQiom3piaw==",,0,"No known compromise",0,0
